Brand,Model,Interface,Form Factor,Capacities,Controller,Configuration,DRAM,HMB,NAND Brand,NAND Type,Layers,"R/W (Up to, in MB/s)",Categories,Notes (*),Product Page,Product Page 2,Product Page 3
Acer,SA100,SATA/AHCI,"2.5""",120GB-1.92TB,Maxio MAS0902A,"Dual-core, 4-Ch, 8-CE/ch",No,N/A,,TLC,,560/500,Entry-Level SATA,,Acer SA100,,
Acer,FA100,x4 PCIe 3.0/NVMe,M.2,128GB-2TB,Innogrit IG5216,,No,Yes,Micron,TLC,176,3300/2700,Entry-Level NVMe,,Acer FA100,,
Acer,GM3500,x4 PCIe 3.0/NVMe,M.2,512GB-1TB,SMI SM2262EN,"Dual-core, 8-ch, 4-CE/ch",Yes,No,Micron,TLC,96+,3400/3000,Mid-Range NVMe,,Acer GM3500,,
Acer,GM7000 (Predator),x4 PCIe 4.0/NVMe,M.2,512GB-2TB,InnoGrit IG5236,"Quad-core, 8-ch",Yes,No,Micron,TLC,176,7400/6400,High-End NVMe,,Acer GM7000 Predator,,
Acer,RE100,SATA/AHCI,"2.5""",128GB-4TB,,,Yes,N/A,,TLC,,560/520,,1TB max M.2,,,
ADATA,ATOM 30,x4 PCIe 3.0/NVMe,M.2,250GB-1TB,Realtek RTS5766DL,,No,Yes,,,,2500/2000,Entry-Level NVMe,,ADATA ATOM 30,,
ADATA,ATOM 40,x4 PCIe 4.0/NVMe,M.2,512GB-1TB,,,,,,,,3500/3000,Mid-Range NVMe,,ADATA ATOM 40,,
ADATA,ATOM 50,x4 PCIe 4.0/NVMe,M.2,512GB-1TB,InnoGrit IG5220,,No,Yes,Micron,TLC,176,5000/4500,Mid-Range NVMe,,ADATA ATOM 50,,
ADATA,Falcon,x4 PCIe 3.0/NVMe,M.2,256GB-2TB,Realtek RTS5762DL,"Dual-core, 8-ch, 4-CE/ch",No,Yes,Micron,TLC,96,3100/1500,Entry-Level NVMe,,ADATA Falcon,,
ADATA,Legend 710,x4 PCIe 3.0/NVMe,M.2,,,,,,,,,2400/1800,Entry-Level NVMe,,,,
ADATA,Legend 740,x4 PCIe 3.0/NVMe,M.2,250GB-1TB,,,,,,,,2500/2000,Entry-Level NVMe,,ADATA Legend 740,,
ADATA,Legend 750,x4 PCIe 3.0/NVMe,M.2,500GB-1TB,,,,,,,,3500/3000,Mid-Range NVMe,,ADATA Legend 750,,
ADATA,Legend 840,x4 PCIe 4.0/NVMe,M.2,512GB-1TB,InnoGrit IG5220,,No,Yes,,TLC,176,5000/4500,Mid-Range NVMe,,ADATA Legend 840,,
ADATA,Legend 850,x4 PCIe 4.0/NVMe,M.2,512GB-2TB,SMI SM2269XT,"Dual-core R8, 4-ch",No,Yes,,TLC,,5000/4500,Mid-Range NVMe,,ADATA Legend 850,,
ADATA,Legend 960,x4 PCIe 4.0/NVMe,M.2,1TB-2TB,SMI SM2264,"QC (12nm R8), 8-ch, 8-CE/ch",Yes,No,,,,7400/6800,High-End NVMe,,ADATA Legend 960,,
ADATA,Premium,x4 PCIe 4.0/NVMe,M.2,1TB-2TB,InnoGrit IG5236,"Quad-core, 8-ch",Yes,No,Micron,TLC,176,7400/6800,High-End NVMe,,ADATA Premium,,
ADATA,Project Blackbird,x4 PCIe 5.0/NVMe,M.2,,InnoGrit IG5666,,,,,,,,,,,,
ADATA,Project Nighthawk,x4 PCIe 5.0/NVMe,M.2,,SMI SM2508,,,,,,,14000/?,,,,,
ADATA,S20G,x4 PCIe 3.0/NVMe,M.2,500GB-1TB,Realtek RTS5763DL,"Dual-core, 4-ch, 8-CE/ch",No,Yes,,TLC,,2500/1800,Entry-Level NVMe,,ADATA S20G,,
ADATA,S40G,x4 PCIe 3.0/NVMe,M.2,256GB-4TB,Realtek RTS5762,"Dual-core, 8-ch, 4-CE/ch",Yes,No,Micron,TLC,64/96,3500/3000,Mid-Range NVMe,Heatsink + RGB; SX8100 Alt. (4TB QLC),ADATA S40G,,
ADATA,S50,x4 PCIe 4.0/NVMe,M.2,1TB-2TB,Phison E16,"Dual R5 + CoX, 8-ch, 4-CE/ch",Yes,No,Kioxia,TLC,96,5000/4400,Mid-Range NVMe,Heatsink,ADATA S50,,
ADATA,S50 Lite,x4 PCIe 4.0/NVMe,M.2,1TB-2TB,SMI SM2267,"DC (28nm R5), 4-ch, 8-CE/ch",Yes,No,Micron,TLC,96,3900/3200,Mid-Range NVMe,Budget Gen4,ADATA S50 Lite,,
ADATA,S70/S70 Blade,x4 PCIe 4.0/NVMe,M.2,1TB-2TB,Innogrit IG5236,"Quad-core, 8-ch",Yes,No,,TLC,96,7400/6400,High-End NVMe,176L change/upgrade,GAMMIX S70,ADATA S70 Blade,
ADATA,SC680,USB 3.2 Gen 2x1,USB-C,240GB-2TB,SMI SM2259XT,"Single-core, 4-ch, 4-CE/ch",No,N/A,Micron,TLC/QLC,64,530/460,Entry-Level SATA,Portable,ADATA SC680,,
ADATA,SD600Q,USB 3.2 Gen 1x1,USB-A,240GB-960GB,Maxio MAS0902A,"Dual-core, 4-Ch, 8-CE/ch",No,N/A,Micron,QLC,64,440/430,Entry-Level SATA,Portable,ADATA SD600Q,,
ADATA,SD700,USB 3.2 Gen 1x1,USB-A,256GB-1TB,SMI SM2258,"Single-core, 4-ch, 8-CE/ch",Yes,N/A,Micron,TLC,32/64,440/430,Entry-Level SATA,Portable,ADATA SD700,,
ADATA,SE760,USB 3.2 Gen 2x1,USB-C,256GB-1TB,Realtek RTS5763DL,"Dual-core, 4-ch, 8-CE/ch",No,Yes,Micron,TLC,64,1000/1000,Entry-Level NVMe,Portable,ADATA SE760,,
ADATA,SE800,USB 3.2 Gen 2x1,USB-C,512GB-1TB,InnoGrit IG5208,4-ch,No,Yes,Micron,TLC,64,1000/1000,Entry-Level NVMe,Portable,ADATA SE800,,
ADATA,SE880,USB 3.2 Gen 2x2,USB-C,500GB-1TB,,,,,,,,2000/2000,,Portable,ADATA SE880,,
ADATA,SE900G,USB 3.2 Gen 2x2,USB-C,512GB-2TB,SMI SM2262,"Dual-core, 8-ch, 4-CE/ch",Yes,No,Micron,TLC,96,2000/2000,Mid-Range NVMe,Portable,ADATA SE900G,,
ADATA,SE920,USB 4,USB-C,,,,,,,,,,,Portable,,,
ADATA,SU630/SU635,SATA/AHCI,"2.5""",240GB-960GB,Maxio MAS0902A,"Dual-core, 4-Ch, 8-CE/ch",No,N/A,Micron,QLC,64,520/450,Entry-Level SATA,,ADATA SU630,,
ADATA,SU650/SU655,SATA/AHCI,"2.5""",60GB-960GB,SMI SM2258XT,"Single-core, 4-ch, 4-CE/ch",No,N/A,Micron,TLC,32/64,520/450,Entry-Level SATA,Change: Samsung 64L,ADATA SU650,,
ADATA,SU670,,,,Realtek RTS5735DLQ,,,,,,,550/440,Entry-Level SATA,,,,
ADATA,SU720,SATA/AHCI,"2.5""",500GB-2TB,,,No,N/A,Micron,QLC,,520/450,Entry-Level SATA,,ADATA SU720,,
ADATA,SU740,SATA/AHCI,"2.5""",500GB-2TB,,,No,N/A,Micron,QLC,,520/450,Entry-Level SATA,,ADATA SU740,,
ADATA,SU750/SU760,SATA/AHCI,"2.5""",256GB-1TB,Realtek RTS5733DMQ,2-ch,No,N/A,Micron,TLC,64,550/520,Entry-Level SATA,,ADATA SU750,ADATA SU760,
ADATA,SU800/SX850,SATA/AHCI,"2.5"" & M.2 (1TB)",128GB-2TB,SMI SM2258,"Single-core, 4-ch, 8-CE/ch",Yes,N/A,Micron,TLC,32/64,560/520,Mid-Range SATA,Change: Samsung 64L,ADATA SU800,,
ADATA,Swordfish,x4 PCIe 3.0/NVMe,M.2,250GB-2TB,Realtek RTS5763DL,"Dual-core, 4-ch, 8-CE/ch",No,Yes,Kioxia,TLC,96,1800/1200,Entry-Level NVMe,,ADATA Swordfish,,
ADATA,SX950U,SATA/AHCI,"2.5""",120GB-960GB,SMI SM2258,"Single-core, 4-ch, 8-CE/ch",Yes,N/A,Micron,TLC,32/64,560/520,Mid-Range SATA,<=240GB SKU uses 32L NAND,ADATA SX950U,,
ADATA,SX6000,x2 PCIe 2.0/NVMe,M.2,128GB-1TB,Realtek RTS5760,"Dual-core, 4-ch, 8-CE/ch",Yes,Yes,Micron,TLC,32,1000/800,Garbage,"Overheats, Obsolete",ADATA XPG SX6000,,
ADATA,SX6000 Lite,x4 PCIe 3.0/NVMe,M.2,128GB-1TB,Realtek RTS5763DL,"Dual-core, 4-ch, 8-CE/ch",No,Yes,Micron,TLC,64,1700/1100,Entry-Level NVMe,,ADATA XPG SX6000 Lite,,
ADATA,SX6000 Pro/S5,x4 PCIe 3.0/NVMe,M.2,256GB-1TB,Realtek RTS5763DL,"Dual-core, 4-ch, 8-CE/ch",No,Yes,Micron,TLC,64,2100/1500,Entry-Level NVMe,S5 heatsink,ADATA SX6000 Pro,ADATA XPG GAMMIX S5,
ADATA,SX7000,x4 PCIe 3.0/NVMe,M.2,128GB-512GB,Phison E8T,"Dual-core, 4-ch, 8-CE/ch",No,Yes,,TLC,,1800/850,Entry-Level NVMe,,ADATA SX7000,,
ADATA,SX8100/S7,x4 PCIe 3.0/NVMe,M.2,512GB-4TB,Realtek RTS5762,"Dual-core, 8-ch, 4-CE/ch",Yes,No,Micron,TLC,64/96,3500/3000,Mid-Range NVMe,Small DRAM; Samsung 64L; QLC at 4TB,ADATA SX8100,ADATA GAMMIX S7,
ADATA,SX8200/S11,x4 PCIe 3.0/NVMe,M.2,240GB-960GB,SMI SM2262,"Dual-core, 8-ch, 4-CE/ch",Yes,No,Micron,TLC,64,3200/1700,Mid-Range NVMe,,ADATA SX8200,ADATA S11,
ADATA,SX8200 Pro/S11 Pro,x4 PCIe 3.0/NVMe,M.2,512GB-2TB,SMI SM2262EN,"Dual-core, 8-ch, 4-CE/ch",Yes,No,Micron,TLC,64,3500/3000,Mid-Range NVMe,S11 Heatsink,ADATA SX8200 Pro,ADATA XPG GAMMIX S11 Pro,
ADATA,SX8800,x4 PCIe 3.0/NVMe,M.2,512GB-1TB,Realtek RTS5762,"Dual-core, 8-ch, 4-CE/ch",Yes,No,Micron,TLC,64/96,3500/2700,Mid-Range NVMe,Single-sided,ADATA SX8800,,
ADATA,XPG Indigo,x4 PCIe 4.0/NVMe,M.2,Up to 4TB,SMI SM2264,"QC (12nm R8), 8-ch, 8-CE/ch",Yes,No,,,,7000/6000,,,,,
ADATA,XPG Pearl,x4 PCIe 4.0/NVMe,M.2,Up to 4TB,SMI SM2267,"DC (28nm R5), 4-ch, 8-CE/ch",Yes,No,,,,4000/3000,,,,,
ADATA,XPG Sage,x4 PCIe 4.0/NVMe,M.2,Up to 4TB,InnoGrit IG5236,"Quad-core, 8-ch",Yes,No,,,96,7000/6100,High-End NVMe,,,,
Addlink,A90,x4 PCIe 4.0/NVMe,M.2,1TB-2TB,Phison E16,"Dual R5 + CoX, 8-ch, 4-CE/ch",Yes,No,Micron,TLC,176,5000/4400,Mid-Range NVMe,,Addlink A90,,
Addlink,A90 Lite,,,,,,,,,,,,,,,,
Addlink,A92,x4 PCIe 4.0/NVMe,M.2,1TB-4TB,Phison E16,"Dual R5 + CoX, 8-ch, 4-CE/ch",Yes,No,Micron,QLC,96,4900/3600,Mid-Range NVMe,,Addlink A92,,
Addlink,A95,x4 PCIe 4.0/NVMe,M.2,1TB-4TB,Phison E18,"Triple R5 + CoX, 8-ch, 4-CE/ch",Yes,N/A,Micron,TLC,176,7400/7000,High-End NVMe,,Addlink A95,,
Addlink,S20,SATA/AHCI,"2.5""",256GB-1TB,Phison S10,"Quad-core, 8-ch, 4-CE/ch",Yes,N/A,Kioxia,TLC,64,530/500,Mid-Range SATA,May have S11 (Entry-Level SATA),Addlink S20,,
Addlink,S20M,SATA/AHCI,"2.5""",256GB-1TB,Maxio MAS080X,N/A,No,N/A,,TLC,96,550/500,Entry-Level SATA,,,,
Addlink,S22,SATA/AHCI,"2.5""",512GB-2TB,Phison S11T,"Single-core, 2-ch, 8-CE/ch",No,N/A,Intel,QLC,64,550/500,Entry-Level SATA,,Addlink S22,,
Addlink,S68,x4 PCIe 3.0/NVMe,M.2,256GB-1TB,Phison E13T,"Single-core, 4-ch, 8-CE/ch",No,Yes,Micron,TLC,96,2500/2100,Entry-Level NVMe,5-yr,Addlink S68,,
Addlink,S70,x4 PCIe 3.0/NVMe,M.2,256GB-2TB,Phison E12S,"Dual R5 + CoX, 8-ch, 4-CE/ch",Yes,No,Kioxia,TLC,64,3400/3000,Mid-Range NVMe,,Addlink S70,,
Addlink,S90,x4 PCIe 4.0/NVMe,M.2,1TB-2TB,Phison E16,"Dual R5 + CoX, 8-ch, 4-CE/ch",Yes,No,Kioxia,TLC,96,5000/4400,Mid-Range NVMe,,Addlink S90,,
Addlink,S90 Lite,x4 PCIe 4.0/NVMe,M.2,512GB-2TB,,,No,Yes,Micron,TLC,176,5000/4500,Mid-Range NVMe,,,,
Addlink,S92,x4 PCIe 4.0/NVMe,M.2,1TB-4TB,Phison E16,"Dual R5 + CoX, 8-ch, 4-CE/ch",Yes,No,Kioxia,QLC,96,4900/3600,Mid-Range NVMe,,Addlink S92,,
Addlink,S95,x4 PCIe 4.0/NVMe,M.2,1TB-2TB,Phison E18,"Triple R5 + CoX, 8-ch, 4-CE/ch",Yes,N/A,Micron,TLC,96,7100/6800,High-End NVMe,176L eventually,Addlink S95,,
Addlink,X70,x4 PCIe 3.0/NVMe,M.2,256GB-2TB,Phison E12S,"Dual R5 + CoX, 8-ch, 4-CE/ch",Yes,No,Kioxia,TLC,64,3400/2500,Mid-Range NVMe,Heatsink + RGB,Addlink X70,,
Apacer,AS2280F5,x4 PCIe 5.0/NVMe,M.2,,Phison E26,"Dual DC R5 + 3xCoX, 8-ch, 4-CE/ch",Yes,No,,,,13000/12000,,,,,
Apacer,AS2280P2,x2 PCIe 3.0/NVMe,M.2,120GB-480GB,Phison E8T,"Dual-core, 4-ch, 8-CE/ch",No,Yes,Kioxia,TLC,64,1580/950,Entry-Level NVMe,Obsolete,Apacer AS2280P2,,
Apacer,AS2280P2 Pro,x2 PCIe 3.0/NVMe,M.2,120GB-480GB,Phison E8T,"Dual-core, 4-ch, 8-CE/ch",No,Yes,Kioxia,TLC,64,1580/950,Entry-Level NVMe,Obsolete,Apacer AS2280P2,,
Apacer,AS2280P4U,x4 PCIe 3.0/NVMe,M.2,256GB-2TB,Phison E12S,"Dual R5 + CoX, 8-ch, 4-CE/ch",Yes,No,,TLC,,3500/3000,Mid-Range NVMe,,Apacer AS2280p$u,,
Apacer,AS2280P4U Pro,x4 PCIe 3.0/NVMe,M.2,256GB-2TB,Phison E12S,"Dual R5 + CoX, 8-ch, 4-CE/ch",Yes,No,,TLC,,3500/3000,Mid-Range NVMe,,Apacer AS2280P4U Pro,,
Apacer,AS2280Q4,x4 PCIe 4.0/NVMe,M.2,500GB-2TB,Phison E16,"Dual R5 + CoX, 8-ch, 4-CE/ch",Yes,No,,TLC,,5000/4400,Mid-Range NVMe,,Apacer AS2280Q4,,
Apacer,AS2280Q4U,x4 PCIe 4.0/NVMe,M.2,512GB-2TB,Phison E18,"Triple R5 + CoX, 8-ch, 4-CE/ch",Yes,N/A,Micron,TLC,176,7400/7000,High-End NVMe,,Apacer AS2280Q4U,,
Apacer,AS340,SATA/AHCI,"2.5""",120GB-960GB,,,,,,TLC,,550/520,Entry-Level SATA,DRAM-less likely,Apacer AS340,,
Apacer,AS340X,SATA/AHCI,"2.5""",120GB-960GB,,,,,,,,550/520,,,Apacer AS340X,,
Apacer,AS350X,SATA/AHCI,"2.5""",120GB-1TB,,,,,,,,560/540,,,Apacer AS350,,
Apacer,AS350X,SATA/AHCI,"2.5""",128GB-1TB,,,,,,,,560/540,,,Apacer AS350X,,
Asgard,AN1/AN2,x4 PCIe 3.0/NVMe,M.2,250GB-1TB,SMI SM2263XT,"Dual-core, 4-ch, 4-CE/ch",No,Yes,Micron,TLC,64,2000/1600,Entry-Level NVMe,AN1: heatsink,Asgard AN2,,
Asgard,AN3,x4 PCIe 3.0/NVMe,M.2,500GB-2TB,SMI SM2262EN,"Dual-core, 8-ch, 4-CE/ch",Yes,No,Micron,TLC,64,3300/3000,Mid-Range NVMe,,Asgard AN3,,
Asgard,AN3+,x4 PCIe 3.0/NVMe,M.2,512GB-2TB,Starblaze STAR1000P,"Quad-core, 8-ch, 4-CE/ch",Yes,No,Intel,TLC,64+,3500/3000,Mid-Range NVMe,,Asgard AN3+,,
Asgard,AN4,x4 PCIe 4.0/NVMe,M.2,512GB-2TB,InnoGrit IG5236,"Quad-core, 8-ch",Yes,N/A,YMTC,TLC,128,7500/5500,High-End NVMe,Maxio MAP1202A + 128L YMTC TLC,,,
Asura,Genesis Xtreme,x4 PCIe 3.0/NVMe,M.2,256GB-2TB,Phison E12S,"Dual R5 + CoX, 8-ch, 4-CE/ch",Yes,No,Kioxia,TLC,64,3500/3000,Mid-Range NVMe,"RGB + Heatsink, 7-yr",Asura Genesis Xtreme,,
ASUS,Strix SQ7,x4 PCIe 4.0/NVMe,M.2,1TB,Phison E18,"Triple R5 + CoX, 8-ch, 4-CE/ch",Yes,N/A,Micron,TLC,176,7000/6000,High-End NVMe,,ASUS Strix SQ7,,
Biostar,M700,x4 PCIe 3.0/NVMe,M.2,256GB-512GB,SMI SM2263XT,"Dual-core, 4-ch, 4-CE/ch",No,Yes,Micron,TLC,64,2000/1600,Entry-Level NVMe,,Biostar M700,,
Biostar,P500,USB 3.2 Gen 2x1,USB-C,512GB-1TB,,,,,,,,1000/900,Entry-Level NVMe,Portable,Biostar P500,,
Biostar,S160,SATA/AHCI,"2.5""",256GB-512GB,,,,,,TLC,,550/510,,,Biostar S160,,
Buffalo,SSD-PSMU3,USB 3.2 Gen 1x1,USB-C,120GB-960GB,Phison S10,"Quad-core, 8-ch, 4-CE/ch",Yes,N/A,Kioxia,TLC,64,430/430,Mid-Range SATA,Portable,Buffalo SSD-PSMU3,,
CFD Gaming,PG5NFZ,x4 PCIe 5.0/NVMe,M.2,1TB-4TB,Phison E26,"Dual DC R5 + 3xCoX, 8-ch, 4-CE/ch",Yes,No,Micron,TLC,232,10000/9500,High-End NVMe,,CFD Gaming PG5NZ,,
Colorful,CN600,x4 PCIe 3.0/NVMe,M.2,128GB-512GB,SMI SM2263XT,"Dual-core, 4-ch, 4-CE/ch",No,Yes,Micron,TLC,64,2000/1600,Entry-Level NVMe,,Colorful CN600,,
Colorful,SL500,SATA/AHCI,"2.5""",240GB-2TB,SMI SM2258XT,"Single-core, 4-ch, 4-CE/ch",No,N/A,Intel,TLC,32,500+/400+,Entry-Level SATA,,Colorful SL500,,
Corsair,EX100U,USB 3.2 Gen 2x2,USB-C,512GB-4TB,,,,,,,,1600/1500,,,Corsair EX100U,,
Corsair,MP300,x2 PCIe 3.0/NVMe,M.2,120GB-960GB,Phison E8,"Dual-core, 4-ch, 8-CE/ch",Yes,No,Kioxia,TLC,64,1600/1080,Entry-Level NVMe,,Corsair MP300,,
Corsair,MP400,x4 PCIe 3.0/NVMe,M.2,1TB-8TB,Phison E12S,"Dual R5 + CoX, 8-ch, 4-CE/ch",Yes,No,Intel,QLC,96,3400/3000,Mid-Range NVMe,,Corsair MP400,,
Corsair,MP510,x4 PCIe 3.0/NVMe,M.2,240GB-4TB,Phison E12S,"Dual R5 + CoX, 8-ch, 4-CE/ch",Yes,No,Kioxia,TLC,64,3480/3000,Mid-Range NVMe,,Corsair MP510,,
Corsair,MP600,x4 PCIe 4.0/NVMe,M.2,500GB-2TB,Phison E16,"Dual R5 + CoX, 8-ch, 4-CE/ch",Yes,No,Kioxia,TLC,96,4950/4250,Mid-Range NVMe,Heatsink,Corsair MP600,,
Corsair,MP600 CORE,x4 PCIe 4.0/NVMe,M.2,1TB-4TB,Phison E16,"Dual R5 + CoX, 8-ch, 4-CE/ch",Yes,No,Micron,QLC,96,4950/3950,Mid-Range NVMe,,Corsair MP600 CORE,,
Corsair,MP600 PRO,x4 PCIe 4.0/NVMe,M.2,1TB-4TB,Phison E18,"Triple R5 + CoX, 8-ch, 4-CE/ch",Yes,N/A,Micron,TLC,96,7000/6850,High-End NVMe,Water-cooled,Corsair MP600 PRO,,
Corsair,MP600 Pro Hydro X,x4 PCIe 4.0/NVMe,M.2,1TB-2TB,Phison E18,"Triple R5 + CoX, 8-ch, 4-CE/ch",Yes,N/A,Micron,TLC,96,7000/6850,High-End NVMe,,Corsair MP600 Pro Hydro X,,
Corsair,MP600 Pro LPX,x4 PCIe 4.0/NVMe,M.2,1TB-4TB,Phison E18,"Triple R5 + CoX, 8-ch, 4-CE/ch",Yes,N/A,Micron,TLC,176,7100/6800,High-End NVMe,,Corsair MP600 LPX,,
Corsair,MP600 PRO XT,x4 PCIe 4.0/NVMe,M.2,1TB-8TB,Phison E18,"Triple R5 + CoX, 8-ch, 4-CE/ch",Yes,N/A,Micron,TLC,176,7300/6900,High-End NVMe,Heatsink; BiCS5 @ 8TB,MP600 PRO XT,,
Corsair,MP600 PRO XT Hydro X,x4 PCIe 4.0/NVMe,M.2,2TB-4TB,Phison E18,"Triple R5 + CoX, 8-ch, 4-CE/ch",Yes,N/A,Micron,TLC,96,7100/6800,High-End NVMe,Water-cooled,Corsair MP600 XT Hydro X,,
Corsair,MP700,x4 PCIe 5.0/NVMe,M.2,,Phison E26,"Dual R5 + 3xCoX, 8-ch, 4-CE/ch",Yes,N/A,,,,10000/95000,,,,,
Crucial,BX500,SATA/AHCI,"2.5""",120GB-2TB,SMI SM2258/59XT,"Single-core, 4-ch, 4-CE/ch",No,N/A,Micron,TLC/QLC,64/96,540/500,Entry-Level SATA,1/2TB: SM2259XT + 96L QLC,Crucial BX500,,
Crucial,MX300,SATA/AHCI,"2.5"" & M.2 (1TB)",256GB-2TB,Marvell 88SS1074,"Dual-core, 4-ch, 8-CE/ch",Yes,N/A,Micron,TLC,32,530/500,Mid-Range SATA,,Crucial MX300,,
Crucial,MX500,SATA/AHCI,"2.5"" & M.2 (1TB)",250GB-2TB,SMI SM2258,"Single-core, 4-ch, 8-CE/ch",Yes,N/A,Micron,TLC,64/96,550/510,High-End SATA,"Transition to 96L, SM2259",Crucial MX500,,
Crucial,P1,x4 PCIe 3.0/NVMe,M.2,500GB-2TB,SMI SM2263,"Dual-core, 4-ch, 4-CE/ch",Yes,No,Micron,QLC,64,2000/1700,Entry-Level NVMe,Double-sided at 2TB,Crucial P1,,
Crucial,P2,x4 PCIe 3.0/NVMe,M.2,250GB-2TB,Phison E13T,"Single-core, 4-ch, 8-CE/ch",No,Yes,Micron,TLC/QLC,96,2400/1900,Entry-Level NVMe,QLC at 500GB+,Crucial P2,,
Crucial,P3,x4 PCIe 3.0/NVMe,M.2,500GB-4TB,Phison E21T,"Single R5, 4-ch, 4-CE/ch",No,Yes,Micron,QLC,176,3500/3000,Entry-Level NVMe,,Crucial P3,,
Crucial,P3 Plus,x4 PCIe 4.0/NVMe,M.2,500GB-4TB,Phison E21T,"Single R5, 4-ch, 4-CE/ch",No,Yes,Micron,QLC,176,5000/4200,Mid-Range NVMe,,Crucial P3 Plus,,
Crucial,P5,x4 PCIe 3.0/NVMe,M.2,250GB-2TB,Micron DM01B2,"Dual-core R5 + M3, 8-ch",Yes,No,Micron,TLC,96,3400/3000,Mid-Range NVMe,,Crucial P5,,
Crucial,P5 Plus,x4 PCIe 4.0/NVMe,M.2,500GB-2TB,Micron DM02A1,,Yes,No,Micron,TLC,176,6600/5000,High-End NVMe,,Crucial P5 Plus,,
Crucial,X6,USB 3.2 Gen 2x1,M.2,500GB-4TB,SMI SM2259XT,"Single-core, 4-ch, 4-CE/ch",No,N/A,Micron,Q:C,96,540,Entry-Level SATA,Portable,Crucial X6,,
Crucial,X8,USB 3.2 Gen 2x1,M.2,500GB-1TB,SMI SM2263,"Dual-core, 4-ch, 4-CE/ch",Yes,No,Micron,QLC,64,1050/1000,Entry-Level NVMe,Portable,Crucial X8,,
DigiFast,Ace,x4 PCIe 3.0/NVMe,M.2,256GB-2TB,Phison E12S,"Dual R5 + CoX, 8-ch, 4-CE/ch",Yes,No,Kioxia,TLC,64,3470/3000,Mid-Range NVMe,,Digifast Ace,,
Drevo,D1 Xtreme,x4 PCIe 3.0/NVMe,M.2,256GB-512GB,SMI SM2262,"Dual-core, 8-ch, 4-CE/ch",Yes,No,Micron,TLC,64,3200/3150,Mid-Range NVMe,,Drevo D1 Xtreme,,
Drevo,X1 Pro,SATA/AHCI,"2.5""",64GB-1TB,SMI SM2258XT,"Single-core, 4-ch, 4-CE/ch",No,N/A,Micron,TLC,32/64,570/470,Entry-Level SATA,Change: Samsung 64L,Drevo X1 Pro,,
Essencore,ECT455,x4 PCIe 4.0/NVMe,M.2,500GB-2TB,Phison E16,"Dual R5 + CoX, 8-ch, 4-CE/ch",Yes,No,Kioxia,TLC,96,4800/4000,Mid-Range NVMe,,,,
Foresee,P800,x4 PCIe 3.0/NVMe,M.2,256GB-1TB,Marvell 88SS1092,"Tri-core, 8-ch, 8-CE/ch",Yes,N/A,Longsys,TLC,,3200/1900,Mid-Range NVMe,,,,
Galax,HOF,x4 PCIe 3.0/NVMe,M.2 & AIC,512GB-2TB,Phison E12S,"Dual R5 + CoX, 8-ch, 4-CE/ch",Yes,No,Kioxia,TLC,64,3400/3000,Mid-Range NVMe,Heatsink; AIC has RGB,Galax HOF,,
Galax,HOF 4.0,x4 PCIe 4.0/NVMe,M.2,1TB-4TB,Phison E16,"Dual R5 + CoX, 8-ch, 4-CE/ch",Yes,No,Kioxia,TLC,96,4800/4000,Mid-Range NVMe,Heatsink,Galax HOF 4.0,,
Galax,HOF 4.0 Extreme,x4 PCIe 4.0/NVMe,M.2,1TB-4TB,Phison E18,"Triple R5 + CoX, 8-ch, 4-CE/ch",Yes,N/A,Micron,TLC,96,7000/6850,High-End NVMe,,,,
